official_fantasy_player_id,official_name,country,action,internal_player_id,match_status,reason,source_url,source_checked,notes
335,Marco Pasalic,Croatia,map_to_internal,croatia-marco-pasalic,manual_confirmed,"Official ID 335 exact official name and Croatia country align with internal Marco Pasalic; official FWD also aligns with internal FWD while the close Mario candidate differs by given name, position, and club.",https://play.fifa.com/json/fantasy/players.json,2026-06-02,"Evidence used: data/officialFantasyPlayers_v0.json official row plus data/players.json internal rows. Official import has no club, DOB, or shirt number for this player."
347,Mario Pasalic,Croatia,map_to_internal,croatia-mario-pasalic,manual_confirmed,"Official ID 347 exact official name and Croatia country align with internal Mario Pasalic; official MID also aligns with internal MID while the close Marco candidate differs by given name, position, and club.",https://play.fifa.com/json/fantasy/players.json,2026-06-02,"Evidence used: data/officialFantasyPlayers_v0.json official row plus data/players.json internal rows. Official import has no club, DOB, or shirt number for this player."
745,Jesús Angulo,Mexico,map_to_internal,mexico-jesus-alberto-angulo,manual_confirmed,"Official ID 745 has Mexico country and official DEF position, which distinguishes the DEF internal candidate Jesús Alberto Angulo from the separate MID Jesús Ricardo Angulo candidate.",https://play.fifa.com/json/fantasy/players.json,2026-06-02,"Evidence used: data/officialFantasyPlayers_v0.json official row plus data/players.json internal rows. Official import has no club, DOB, or shirt number for this player."
1475,Jesús Angulo,Mexico,map_to_internal,mexico-jesus-ricardo-angulo,manual_confirmed,"Official ID 1475 has Mexico country and official MID position, which distinguishes the MID internal candidate Jesús Ricardo Angulo from the separate DEF Jesús Alberto Angulo candidate.",https://play.fifa.com/json/fantasy/players.json,2026-06-02,"Evidence used: data/officialFantasyPlayers_v0.json official row plus data/players.json internal rows. Official import has no club, DOB, or shirt number for this player."
606,Ali Nemati,IR Iran,create_thin_profile,thin-23-ali-nemati,new_player_created,"Official ID 606 is a distinct official Ali Nemati row and the official import reports no current-player match; the only internal candidate is the combined row ir-iran-ali-nemati-omid-noorafkan, which cannot safely represent two distinct official fantasy players.",https://play.fifa.com/json/fantasy/players.json,2026-06-02,"Create a separate thin profile only. Do not assign historical performance, club minutes, or national-team usage until enrichment."
624,Omid Noorafkan,IR Iran,create_thin_profile,thin-23-omid-noorafkan,new_player_created,"Official ID 624 is a distinct official Omid Noorafkan row and the official import reports no current-player match; the only internal candidate is the combined row ir-iran-ali-nemati-omid-noorafkan, which cannot safely represent two distinct official fantasy players.",https://play.fifa.com/json/fantasy/players.json,2026-06-02,"Create a separate thin profile only. Do not assign historical performance, club minutes, or national-team usage until enrichment."
173,Vinícius José Paixão de Oliveira Júnior,Brazil,map_to_internal,brazil-vinicius-junior,manual_confirmed,"Hard conflict found during enrichment QA: official import CSV display_name is Vinícius Júnior, matching existing internal Vinicius Junior for Brazil.",https://play.fifa.com/json/fantasy/players.json,2026-06-02,"Evidence used: data/imports/officialFantasyPlayers.csv display_name plus data/players.json internal row. Official fantasy position MID is preserved as active future fantasy position; internal position remains audit context."
188,Carlos Henrique Casimiro,Brazil,map_to_internal,brazil-casemiro,manual_confirmed,"Hard conflict found during enrichment QA: official import CSV display_name is Casemiro, matching existing internal Casemiro for Brazil.",https://play.fifa.com/json/fantasy/players.json,2026-06-02,"Evidence used: data/imports/officialFantasyPlayers.csv display_name plus data/players.json internal row."
190,Lucas Tolentino Coelho de Lima,Brazil,map_to_internal,brazil-lucas-paqueta,manual_confirmed,"Hard conflict found during enrichment QA: official import CSV display_name is Lucas Paquetá, matching existing internal Lucas Paqueta for Brazil.",https://play.fifa.com/json/fantasy/players.json,2026-06-02,"Evidence used: data/imports/officialFantasyPlayers.csv display_name plus data/players.json internal row."
723,Heung-Min Son,Korea Republic,map_to_internal,korea-republic-son-heungmin-lafc,manual_confirmed,"Hard conflict found during enrichment QA: official import CSV display_name is Son Heung-Min, matching existing internal Son Heungmin (LAFC) for Korea Republic.",https://play.fifa.com/json/fantasy/players.json,2026-06-02,"Evidence used: data/imports/officialFantasyPlayers.csv display_name plus data/players.json internal row."
724,Hee-Chan Hwang,Korea Republic,map_to_internal,korea-republic-hwang-heechan-wolves,manual_confirmed,"Hard conflict found during enrichment QA: official import CSV display_name is Hwang Hee-Chan, matching existing internal Hwang Heechan (Wolves) for Korea Republic.",https://play.fifa.com/json/fantasy/players.json,2026-06-02,"Evidence used: data/imports/officialFantasyPlayers.csv display_name plus data/players.json internal row. Official fantasy position FWD is preserved as active future fantasy position; internal position remains audit context."
736,Kang-In Lee,Korea Republic,map_to_internal,korea-republic-lee-kangin-psg,manual_confirmed,"Hard conflict found during enrichment QA: official import CSV display_name is Lee Kang-In, matching existing internal Lee Kangin (PSG) for Korea Republic.",https://play.fifa.com/json/fantasy/players.json,2026-06-02,"Evidence used: data/imports/officialFantasyPlayers.csv display_name plus data/players.json internal row."
737,Jae-Sung Lee,Korea Republic,map_to_internal,korea-republic-lee-jaesung-fsv-mainz,manual_confirmed,"Hard conflict found during enrichment QA: official import CSV display_name is Lee Jae-Sung, matching existing internal Lee Jaesung (FSV Mainz) for Korea Republic.",https://play.fifa.com/json/fantasy/players.json,2026-06-02,"Evidence used: data/imports/officialFantasyPlayers.csv display_name plus data/players.json internal row."
936,Vítor Machado Ferreira,Portugal,map_to_internal,portugal-vitinha,manual_confirmed,"Hard conflict found during enrichment QA: official import CSV display_name is Vitinha, matching existing internal Vitinha for Portugal.",https://play.fifa.com/json/fantasy/players.json,2026-06-02,"Evidence used: data/imports/officialFantasyPlayers.csv display_name plus data/players.json internal row."
1346,Wesley Vinícius França Lima,Brazil,map_to_internal,brazil-wesley,manual_confirmed,"Hard conflict found during enrichment QA: official import CSV display_name is Wesley, matching existing internal Wesley for Brazil.",https://play.fifa.com/json/fantasy/players.json,2026-06-02,"Evidence used: data/imports/officialFantasyPlayers.csv display_name plus data/players.json internal row."
1366,Raphael Dias Belloli,Brazil,map_to_internal,brazil-raphinha,manual_confirmed,"Hard conflict found during enrichment QA: official import CSV display_name is Raphinha, matching existing internal Raphinha for Brazil.",https://play.fifa.com/json/fantasy/players.json,2026-06-02,"Evidence used: data/imports/officialFantasyPlayers.csv display_name plus data/players.json internal row. Official fantasy position MID is preserved as active future fantasy position; internal position remains audit context."
1369,Neymar da Silva Santos Júnior,Brazil,map_to_internal,brazil-neymar-junior,manual_confirmed,"Hard conflict found during enrichment QA: official import CSV display_name is Neymar, matching existing internal Neymar Junior for Brazil.",https://play.fifa.com/json/fantasy/players.json,2026-06-02,"Evidence used: data/imports/officialFantasyPlayers.csv display_name plus data/players.json internal row. Official fantasy position MID is preserved as active future fantasy position; internal position remains audit context."
1396,Cucho Hernández,Colombia,map_to_internal,colombia-juan-camilo-hernandez,manual_confirmed,"Hard conflict found during enrichment QA: official Cucho Hernández row has one clear existing Colombia FWD Hernández candidate, Juan Camilo Hernandez, in current internal data.",https://play.fifa.com/json/fantasy/players.json,2026-06-02,"Evidence used: data/imports/officialFantasyPlayers.csv official/display fields plus data/players.json internal row."
